id,is_correct,errors,n_errors,pred,gold
177,False,missing_table|hallucinated_column|missing_column|wrong_join_count|missing_group_by|missing_having|wrong_set_op_branch,7,"SELECT T1.CountryId , T2.CountryName FROM car_makers AS T1 JOIN countries AS T2 ON T1.Country = T2.CountryID WHERE COUNT(*) > 3 UNION SELECT T1.ModelId , T2.CountryName FROM car_names AS T1 JOIN countries AS T2 ON T1.MakeId = T2.CountryID WHERE T1.Model = ""fiat""","SELECT T1.countryId , T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId = T2.Country GROUP BY T1.countryId HAVING count(*) > 3 UNION SELECT T1.countryId , T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId = T2.Country JOIN MODEL_LIST AS T3 ON T2.Id = T3.Maker WHERE T3.Model = 'fiat'"
178,False,missing_table|missing_column|missing_join|wrong_where_operator|wrong_set_op_branch|extra_subquery,6,"SELECT countryid , countryname FROM countries WHERE countryid IN ( SELECT countryid FROM car_makers GROUP BY countryid HAVING count(*) > 3 UNION SELECT countryid FROM car_makers WHERE maker = ""Fiat"" )","select t1.countryid , t1.countryname from countries as t1 join car_makers as t2 on t1.countryid = t2.country group by t1.countryid having count(*) > 3 union select t1.countryid , t1.countryname from countries as t1 join car_makers as t2 on t1.countryid = t2.country join model_list as t3 on t2.id = t3.maker where t3.model = 'fiat'"
179,True,,0,"SELECT Country FROM Airlines WHERE Airline = ""JetBlue Airways""","SELECT Country FROM AIRLINES WHERE Airline = ""JetBlue Airways"""
180,True,,0,"SELECT Country FROM Airlines WHERE Abbreviation = ""JetBlue""","SELECT Country FROM AIRLINES WHERE Airline = ""JetBlue Airways"""
181,True,,0,"SELECT Abbreviation FROM Airlines WHERE Airline = ""JetBlue Airways""","SELECT Abbreviation FROM AIRLINES WHERE Airline = ""JetBlue Airways"""
182,True,,0,"SELECT Abbreviation FROM Airlines WHERE Airline = ""JetBlue Airways""","SELECT Abbreviation FROM AIRLINES WHERE Airline = ""JetBlue Airways"""
183,False,hallucinated_table|hallucinated_column|extra_join,3,"SELECT T1.Abbreviation , T2.Airline FROM airlines AS T1 JOIN airports AS T2 ON T1.Country = T2.Country WHERE T2.CountryAbbrev = 'USA'","SELECT Airline , Abbreviation FROM AIRLINES WHERE Country = ""USA"""
184,True,,0,"SELECT Airline , Abbreviation FROM Airlines WHERE Country = 'USA'","SELECT Airline , Abbreviation FROM AIRLINES WHERE Country = ""USA"""
185,True,,0,"SELECT AirportCode , AirportName FROM airports WHERE City = ""Anthony""","SELECT AirportCode , AirportName FROM AIRPORTS WHERE city = ""Anthony"""
186,True,,0,"SELECT AirportCode , AirportName FROM airports WHERE City = ""Anthony""","SELECT AirportCode , AirportName FROM AIRPORTS WHERE city = ""Anthony"""
187,True,,0,SELECT count(*) FROM Airlines,SELECT count(*) FROM AIRLINES
188,True,,0,SELECT count(*) FROM Airlines,SELECT count(*) FROM AIRLINES
189,True,,0,SELECT count(*) FROM airports,SELECT count(*) FROM AIRPORTS
190,True,,0,SELECT count(*) FROM airports,SELECT count(*) FROM AIRPORTS
191,True,,0,SELECT count(*) FROM flights,SELECT count(*) FROM FLIGHTS
192,True,,0,SELECT count(*) FROM flights,SELECT count(*) FROM FLIGHTS
193,True,,0,SELECT Airline FROM Airlines WHERE Abbreviation = 'UAL',"SELECT Airline FROM AIRLINES WHERE Abbreviation = ""UAL"""
194,True,,0,SELECT Airline FROM Airlines WHERE Abbreviation = 'UAL',"SELECT Airline FROM AIRLINES WHERE Abbreviation = ""UAL"""
195,True,,0,SELECT count(*) FROM airlines WHERE country = 'USA',"SELECT count(*) FROM AIRLINES WHERE Country = ""USA"""
196,True,,0,SELECT count(*) FROM airlines WHERE country = 'USA',"SELECT count(*) FROM AIRLINES WHERE Country = ""USA"""
197,False,hallucinated_table|hallucinated_column|extra_join,3,"SELECT T1.City , T1.Country FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport WHERE T2.SourceAirport = ""Alton""","SELECT City , Country FROM AIRPORTS WHERE AirportName = ""Alton"""
198,False,hallucinated_table|hallucinated_column|extra_join,3,"SELECT T1.City , T1.Country FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport WHERE T2.SourceAirport = ""Alton""","SELECT City , Country FROM AIRPORTS WHERE AirportName = ""Alton"""
199,True,,0,"SELECT AirportName FROM airports WHERE AirportCode = ""AKO""","SELECT AirportName FROM AIRPORTS WHERE AirportCode = ""AKO"""
200,True,,0,SELECT AirportName FROM airports WHERE AirportCode = 'AKO',"SELECT AirportName FROM AIRPORTS WHERE AirportCode = ""AKO"""
201,True,,0,"SELECT AirportName FROM airports WHERE City = ""Aberdeen""","SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
202,True,,0,"SELECT AirportName FROM airports WHERE City = ""Aberdeen""","SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"""
203,True,,0,SELECT count(*) FROM flights WHERE SourceAirport = 'APG',"SELECT count(*) FROM FLIGHTS WHERE SourceAirport = ""APG"""
204,True,,0,SELECT count(*) FROM flights WHERE SourceAirport = 'APG',"SELECT count(*) FROM FLIGHTS WHERE SourceAirport = ""APG"""
205,True,,0,SELECT count(*) FROM flights WHERE destairport = 'ATO',"SELECT count(*) FROM FLIGHTS WHERE DestAirport = ""ATO"""
206,True,,0,"SELECT count(*) FROM flights WHERE destairport = ""ATO""","SELECT count(*) FROM FLIGHTS WHERE DestAirport = ""ATO"""
207,True,,0,"SELECT count(*) FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport WHERE T1.City = ""Aberdeen""","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
208,False,missing_table|missing_column|missing_join,3,"SELECT count(*) FROM flights WHERE SourceAirport = ""Aberdeen""","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
209,True,,0,"SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.City = ""Aberdeen""","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
210,False,missing_table|missing_column|missing_join,3,SELECT count(*) FROM flights WHERE destairport = 'ABERDEEN',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
211,False,missing_table|missing_column|missing_join|wrong_aggregation|extra_set_operation|extra_subquery,6,"SELECT count(*) FROM flights WHERE destairport = ""Ashley"" INTERSECT SELECT count(*) FROM flights WHERE sourceairport = ""Aberdeen""","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport = T3.AirportCode WHERE T2.City = ""Ashley"" AND T3.City = ""Aberdeen"""
212,False,missing_table|missing_column|missing_join,3,"SELECT count(*) FROM flights WHERE destairport = ""Ashley"" AND sourceairport = ""Aberdeen""","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport = T3.AirportCode WHERE T2.City = ""Ashley"" AND T3.City = ""Aberdeen"""
213,False,missing_table|missing_column|missing_join,3,SELECT count(*) FROM flights WHERE Airline = 2,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline = T2.uid WHERE T2.Airline = ""JetBlue Airways"""
214,False,missing_table|missing_column|missing_join,3,SELECT count(*) FROM flights WHERE airline = 1,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline = T2.uid WHERE T2.Airline = ""JetBlue Airways"""
215,False,hallucinated_table|hallucinated_column|wrong_join_count,3,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid JOIN airports AS T3 ON T1.DestAirport = T3.AirportCode WHERE T2.Abbreviation = 'United Airlines' AND T3.AirportName = 'ASY',"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid WHERE T1.Airline = ""United Airlines"" AND T2.DestAirport = ""ASY"""
216,False,missing_table|missing_column|missing_join,3,"SELECT count(*) FROM flights WHERE DestAirport = ""ASY"" AND Airline = 1","SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid WHERE T1.Airline = ""United Airlines"" AND T2.DestAirport = ""ASY"""
217,False,hallucinated_table|hallucinated_column|wrong_join_count,3,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid JOIN airports AS T3 ON T1.SourceAirport = T3.AirportCode WHERE T2.Abbreviation = 'United Airlines' AND T3.AirportName = 'AHD',"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid WHERE T1.Airline = ""United Airlines"" AND T2.SourceAirport = ""AHD"""
218,False,hallucinated_table|hallucinated_column|wrong_join_count,3,"SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid JOIN airports AS T3 ON T1.SourceAirport = T3.AirportCode WHERE T2.Abbreviation = ""United"" AND T3.AirportName = ""AHD""","SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline = T1.uid WHERE T1.Airline = ""United Airlines"" AND T2.SourceAirport = ""AHD"""
219,False,hallucinated_column,1,SELECT count(*) FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid JOIN airports AS T3 ON T1.DestAirport = T3.AirportCode WHERE T2.Abbreviation = 'United' AND T3.City = 'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid = T1.Airline WHERE T2.City = ""Aberdeen"" AND T3.Airline = ""United Airlines"""
220,False,missing_table|missing_column|wrong_join_count,3,"SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode WHERE T1.Airline = 1 AND T2.City = ""Aberdeen""","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid = T1.Airline WHERE T2.City = ""Aberdeen"" AND T3.Airline = ""United Airlines"""
221,False,hallucinated_column|missing_column,2,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport GROUP BY T1.City ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
222,True,,0,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.DestAirport GROUP BY T1.City ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
223,True,,0,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport GROUP BY T1.City ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
224,True,,0,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport GROUP BY T1.City ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1
225,False,missing_table|missing_column|missing_join|wrong_group_by_column,4,SELECT AirportCode FROM Flights GROUP BY SourceAirport ORDER BY count(*) DESC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport OR T1.AirportCode = T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
226,False,missing_table|missing_column|missing_join|wrong_group_by_column,4,SELECT AirportCode FROM Flights GROUP BY SourceAirport ORDER BY count(*) DESC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport OR T1.AirportCode = T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1
227,False,missing_table|missing_column|missing_join|wrong_group_by_column,4,SELECT AirportCode FROM Flights GROUP BY SourceAirport ORDER BY count(*) LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport OR T1.AirportCode = T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1
228,False,missing_table|missing_column|missing_join|wrong_group_by_column,4,SELECT AirportCode FROM Flights GROUP BY SourceAirport ORDER BY count(*) LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode = T2.DestAirport OR T1.AirportCode = T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1
229,False,hallucinated_column|wrong_select_column|missing_select_column|wrong_group_by_column,4,SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Abbreviation ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1
230,False,hallucinated_column|wrong_select_column|missing_select_column|wrong_group_by_column,4,SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Abbreviation ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1
231,False,wrong_group_by_column,1,"SELECT T1.Abbreviation , T1.Country FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Abbreviation ORDER BY COUNT(*) LIMIT 1","SELECT T1.Abbreviation , T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1"
232,False,wrong_group_by_column,1,"SELECT T1.Abbreviation , T2.Country FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Abbreviation ORDER BY count(*) LIMIT 1","SELECT T1.Abbreviation , T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1"
233,False,hallucinated_column|wrong_select_column|missing_select_column|extra_distinct,4,SELECT DISTINCT T1.Abbreviation FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""AHD"""
234,False,hallucinated_column|wrong_select_column|missing_select_column,3,"SELECT T1.Abbreviation FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""AHD""","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""AHD"""
235,False,hallucinated_column|wrong_select_column|missing_select_column,3,SELECT T1.Abbreviation FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.DestAirport = 'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.DestAirport = ""AHD"""
236,False,hallucinated_column|wrong_select_column|missing_select_column,3,SELECT T1.Abbreviation FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.DestAirport = 'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.DestAirport = ""AHD"""
237,False,hallucinated_column|wrong_select_column|missing_select_column|wrong_set_op_branch,4,SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'APG' INTERSECT SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline WHERE T2.DestAirport = 'CVO',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""CVO"""
238,False,hallucinated_column|wrong_select_column|missing_select_column|wrong_set_op_branch,4,SELECT T1.Abbreviation FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'APG' INTERSECT SELECT T1.Abbreviation FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'CVO',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""CVO"""
239,False,hallucinated_column|wrong_select_column|missing_select_column|wrong_set_op_branch,4,SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'CVO' EXCEPT SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'APG',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""APG"""
240,False,hallucinated_column|wrong_select_column|missing_select_column|set_op_except_as_intersect|wrong_set_op_type|wrong_set_op_branch,6,"SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport != ""APG"" INTERSECT SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""CVO""","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = ""APG"""
241,False,hallucinated_column|wrong_select_column|missing_select_column,3,SELECT T2.Abbreviation FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid GROUP BY T1.Airline HAVING count(*) >= 10,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline HAVING count(*) > 10
242,False,hallucinated_column|wrong_select_column|missing_select_column,3,SELECT T2.Abbreviation FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid GROUP BY T1.Airline HAVING count(*) >= 10,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline HAVING count(*) > 10
243,False,hallucinated_column|wrong_select_column|missing_select_column|wrong_group_by_column,4,SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Abbreviation HAVING count(*) < 200,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline HAVING count(*) < 200
244,False,hallucinated_column|wrong_select_column|missing_select_column|wrong_group_by_column,4,SELECT T1.Abbreviation FROM Airlines AS T1 JOIN Flights AS T2 ON T1.uid = T2.Airline GROUP BY T1.Abbreviation HAVING count(*) < 200,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid = T2.Airline GROUP BY T1.Airline HAVING count(*) < 200
245,False,missing_table|missing_column|missing_join,3,SELECT FlightNo FROM flights WHERE Airline = 1,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid = T1.Airline WHERE T2.Airline = ""United Airlines"""
246,False,missing_table|missing_column|missing_join,3,SELECT FlightNo FROM Flights WHERE Airline = 1,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid = T1.Airline WHERE T2.Airline = ""United Airlines"""
247,True,,0,"SELECT FlightNo FROM Flights WHERE SourceAirport = ""APG""","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport = ""APG"""
248,True,,0,"SELECT FlightNo FROM Flights WHERE SourceAirport = ""APG""","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport = ""APG"""
249,True,,0,"SELECT FlightNo FROM Flights WHERE DestAirport = ""APG""","SELECT FlightNo FROM FLIGHTS WHERE DestAirport = ""APG"""
250,True,,0,"SELECT FlightNo FROM Flights WHERE DestAirport = ""APG""","SELECT FlightNo FROM FLIGHTS WHERE DestAirport = ""APG"""
251,False,missing_table|missing_column|missing_join,3,"SELECT FlightNo FROM Flights WHERE SourceAirport = ""Aberdeen""","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
252,False,missing_table|missing_column|missing_join,3,"SELECT FlightNo FROM Flights WHERE SourceAirport = ""ABERDEEN""","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
253,False,missing_table|missing_column|missing_join,3,"SELECT FlightNo FROM Flights WHERE DestAirport = ""Aberdeen""","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
254,False,missing_table|missing_column|missing_join,3,"SELECT FlightNo FROM Flights WHERE DestAirport = ""ABERDEEN""","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.City = ""Aberdeen"""
255,False,missing_table|missing_column|missing_join,3,SELECT count(*) FROM flights WHERE destairport = 'Aberdeen' OR destairport = 'Abilene',"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.city = ""Aberdeen"" OR T2.city = ""Abilene"""
256,False,missing_table|missing_column|missing_join,3,SELECT count(*) FROM flights WHERE destairport = 'Aberdeen' OR destairport = 'Abilene',"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport = T2.AirportCode WHERE T2.city = ""Aberdeen"" OR T2.city = ""Abilene"""
257,False,hallucinated_table|hallucinated_column|extra_join|missing_where|wrong_set_op_count|wrong_set_op_branch,6,SELECT airportname FROM airports EXCEPT SELECT T1.city FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.destairport INTERSECT SELECT T1.city FROM airports AS T1 JOIN flights AS T2 ON T1.airportcode = T2.sourceairport,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights)
258,False,wrong_select_column|missing_select_column|missing_where|wrong_set_op_count|wrong_set_op_branch,5,SELECT airportcode FROM airports EXCEPT SELECT destairport FROM flights UNION SELECT sourceairport FROM flights,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights)
259,True,,0,SELECT count(*) FROM employee,SELECT count(*) FROM employee
260,True,,0,SELECT count(*) FROM employee,SELECT count(*) FROM employee
261,True,,0,SELECT name FROM employee ORDER BY age ASC,SELECT name FROM employee ORDER BY age
262,True,,0,SELECT name FROM employee ORDER BY age ASC,SELECT name FROM employee ORDER BY age
263,True,,0,"SELECT count(*) , city FROM employee GROUP BY city","SELECT count(*) , city FROM employee GROUP BY city"
264,True,,0,"SELECT count(*) , city FROM employee GROUP BY city","SELECT count(*) , city FROM employee GROUP BY city"
265,True,,0,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING count(*) > 1,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING count(*) > 1
266,True,,0,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING count(*) > 1,SELECT city FROM employee WHERE age < 30 GROUP BY city HAVING count(*) > 1
267,True,,0,"SELECT count(*) , LOCATION FROM shop GROUP BY LOCATION","SELECT count(*) , LOCATION FROM shop GROUP BY LOCATION"
268,True,,0,"SELECT count(*) , LOCATION FROM shop GROUP BY LOCATION","SELECT count(*) , LOCATION FROM shop GROUP BY LOCATION"
269,False,hallucinated_table|hallucinated_column|extra_join,3,"SELECT T1.manager_name , T2.district FROM shop AS T1 JOIN district AS T2 ON T1.District = T2.District ORDER BY T1.Number_products DESC LIMIT 1","SELECT manager_name , district FROM shop ORDER BY number_products DESC LIMIT 1"
270,False,hallucinated_table|hallucinated_column|extra_join,3,"SELECT T1.manager_name , T2.district FROM shop AS T1 JOIN district AS T2 ON T1.District = T2.District ORDER BY T1.Number_products DESC LIMIT 1","SELECT manager_name , district FROM shop ORDER BY number_products DESC LIMIT 1"
271,True,,0,"SELECT min(Number_products) , max(Number_products) FROM shop","SELECT min(Number_products) , max(Number_products) FROM shop"
272,True,,0,"SELECT min(Number_products) , max(Number_products) FROM shop","SELECT min(Number_products) , max(Number_products) FROM shop"
273,True,,0,"SELECT name , LOCATION , district FROM shop ORDER BY number_products DESC","SELECT name , LOCATION , district FROM shop ORDER BY number_products DESC"
274,True,,0,"SELECT name , LOCATION , district FROM shop ORDER BY number_products DESC","SELECT name , LOCATION , district FROM shop ORDER BY number_products DESC"
275,True,,0,SELECT name FROM shop WHERE number_products > (SELECT avg(number_products) FROM shop),SELECT name FROM shop WHERE number_products > (SELECT avg(number_products) FROM shop)
276,True,,0,SELECT name FROM shop WHERE number_products > (SELECT avg(number_products) FROM shop),SELECT name FROM shop WHERE number_products > (SELECT avg(number_products) FROM shop)
277,True,,0,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_id = T2.Employee_id GROUP BY T2.employee_id ORDER BY count(*) DESC LIMIT 1,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID = t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1
